time,open,high,low,close,tick_volume,spread,real_volume
2024-01-01 05:15:00,42305.12,42313.04,42233.12,42247.91,1060,2968,0
2024-01-01 05:30:00,42249.59,42264.81,42195.5,42252.41,1113,2957,0
2024-01-01 05:45:00,42251.86,42251.86,42141.93,42189.85,1209,3038,0
2024-01-01 06:00:00,42189.94,42256.84,42149.3,42216.74,1193,3136,0
2024-01-01 06:15:00,42215.36,42291.9,42212.97,42253.7,1195,3116,0
2024-01-01 06:30:00,42254.03,42338.27,42242.36,42320.79,1119,3110,0
2024-01-01 06:45:00,42321.28,42382.64,42303.5,42330.27,1082,2880,0
2024-01-01 07:00:00,42331.42,42418.18,42321.69,42380.68,1107,2753,0
2024-01-01 07:15:00,42380.98,42435.58,42346.57,42411.62,1118,2362,0
2024-01-01 07:30:00,42411.84,42434.5,42377.36,42386.77,944,2024,0
2024-01-01 07:45:00,42387.16,42424.66,42367.8,42423.89,1014,1970,0
2024-01-01 08:00:00,42425.05,42466.32,42373.62,42446.97,1073,1956,0
2024-01-01 08:15:00,42441.7,42462.89,42403.85,42412.64,983,1794,0
2024-01-01 08:30:00,42413.0,42447.71,42394.07,42443.38,999,1586,0
2024-01-01 08:45:00,42443.36,42496.87,42432.61,42484.62,1081,1598,0
2024-01-01 09:00:00,42485.62,42520.83,42468.1,42512.87,1113,1854,0
2024-01-01 09:15:00,42513.33,42602.1,42498.25,42522.0,1165,1493,0
2024-01-01 09:30:00,42525.23,42633.16,42525.23,42581.61,1178,1408,0
2024-01-01 09:45:00,42581.04,42639.45,42553.32,42585.53,1125,1499,0
2024-01-01 10:00:00,42582.24,42632.8,42568.85,42596.21,1128,1339,0
2024-01-01 10:15:00,42596.42,42656.37,42569.36,42601.63,1143,1557,0
2024-01-01 10:30:00,42601.37,42662.8,42594.19,42652.2,1000,1375,0
2024-01-01 10:45:00,42652.78,42699.35,42618.98,42618.98,1235,1790,0
2024-01-01 11:00:00,42618.87,42715.25,42618.87,42649.94,1157,2019,0
2024-01-01 11:15:00,42647.48,42664.57,42582.47,42590.44,1095,1969,0
2024-01-01 11:30:00,42596.34,42626.86,42534.48,42552.98,1182,1756,0
2024-01-01 11:45:00,42554.52,42650.12,42545.47,42610.65,1130,1946,0
2024-01-01 12:00:00,42610.68,42690.39,42553.52,42578.86,1163,1715,0
2024-01-01 12:15:00,42577.84,42650.64,42560.76,42630.43,1074,1819,0
2024-01-01 12:30:00,42628.07,42732.87,42593.47,42700.71,1225,1926,0
2024-01-01 12:45:00,42700.56,42714.42,42582.22,42604.53,1209,1905,0
2024-01-01 13:00:00,42603.55,42652.56,42547.28,42645.21,1152,1845,0
2024-01-01 13:15:00,42648.56,42683.79,42622.16,42667.42,1080,2018,0
2024-01-01 13:30:00,42670.42,42684.36,42601.87,42684.26,1045,2059,0
2024-01-01 13:45:00,42684.58,42701.79,42640.79,42667.97,1042,1972,0
2024-01-01 14:00:00,42665.55,42670.16,42551.19,42594.05,1255,2097,0
2024-01-01 14:15:00,42591.72,42614.05,42510.99,42574.36,1164,1970,0
2024-01-01 14:30:00,42576.57,42632.27,42540.62,42612.93,1127,1915,0
2024-01-01 14:45:00,42611.91,42630.19,42535.13,42574.65,1207,1770,0
2024-01-01 15:00:00,42572.55,42605.0,42538.58,42593.67,1052,1607,0
2024-01-01 15:15:00,42593.74,42689.63,42559.55,42636.16,1067,2110,0
2024-01-01 15:30:00,42637.16,42813.6,42562.68,42799.34,1261,2066,0
2024-01-01 15:45:00,42800.47,42805.46,42689.01,42737.06,1613,1645,0
2024-01-01 16:00:00,42738.3,42804.7,42706.6,42804.7,1447,1683,0
2024-01-01 16:15:00,42799.6,42815.59,42616.56,42679.32,1471,1776,0
2024-01-01 16:30:00,42682.84,42744.76,42654.31,42738.47,1250,1664,0
2024-01-01 16:45:00,42740.79,42746.19,42658.12,42688.56,1239,1790,0
2024-01-01 17:00:00,42689.65,42758.42,42678.13,42732.25,1231,1779,0
2024-01-01 17:15:00,42733.6,42745.89,42683.69,42692.99,1261,1976,0
2024-01-01 17:30:00,42695.37,42711.24,42653.53,42696.88,1056,1538,0
2024-01-01 17:45:00,42696.8,42791.84,42688.16,42781.59,1069,1666,0
2024-01-01 18:00:00,42782.84,43109.05,42782.84,43078.86,1690,1814,0
2024-01-01 18:15:00,43080.96,43195.89,42987.97,43040.83,1872,1505,0
2024-01-01 18:30:00,43036.54,43145.01,42981.13,43114.93,1603,1783,0
2024-01-01 18:45:00,43113.28,43154.87,43048.93,43088.83,1392,1612,0
2024-01-01 19:00:00,43091.09,43166.48,43060.04,43163.8,1284,1858,0
2024-01-01 19:15:00,43164.22,43310.66,43124.18,43254.49,1286,1588,0
2024-01-01 19:30:00,43256.45,43402.97,43218.17,43387.14,1839,1855,0
2024-01-01 19:45:00,43387.24,43553.64,43387.24,43495.26,1760,1830,0
2024-01-01 20:00:00,43495.48,43777.34,43495.48,43666.06,2058,1942,0
2024-01-01 20:15:00,43658.72,43735.75,43548.96,43702.98,1753,1894,0
2024-01-01 20:30:00,43707.66,43843.55,43646.33,43843.55,1893,1047,0
2024-01-01 20:45:00,43846.87,43858.55,43655.92,43695.49,1577,1922,0
2024-01-01 21:00:00,43696.9,43798.74,43689.2,43729.67,1588,1968,0
2024-01-01 21:15:00,43730.93,43816.15,43598.45,43671.66,1585,1867,0
2024-01-01 21:30:00,43667.11,43676.58,43452.03,43483.45,1435,1697,0
2024-01-01 21:45:00,43487.26,43621.81,43464.0,43612.77,1273,1736,0
2024-01-01 22:00:00,43612.66,43668.53,43485.83,43513.66,1341,1811,0
2024-01-01 22:15:00,43515.37,43541.35,43356.41,43455.23,1417,1874,0
2024-01-01 22:30:00,43458.68,43528.15,43432.98,43436.75,1154,1865,0
2024-01-01 22:45:00,43435.15,43535.84,43435.15,43510.43,1042,1471,0
2024-01-01 23:00:00,43513.47,43734.77,43513.47,43671.32,1826,1771,0
2024-01-01 23:15:00,43676.81,44046.97,43627.87,44016.2,2052,1913,0
2024-01-01 23:30:00,44012.52,44160.96,43957.74,44140.85,1933,1902,0
2024-01-01 23:45:00,44142.84,44253.22,44095.04,44243.46,1473,1704,0
2024-01-02 00:00:00,44238.0,44721.67,44197.18,44713.17,2401,1861,0
2024-01-02 00:15:00,44711.42,44888.78,44530.61,44653.14,3494,784,0
2024-01-02 00:30:00,44654.26,44824.08,44591.25,44786.72,2347,2009,0
2024-01-02 00:45:00,44789.19,45237.74,44717.94,45084.91,2636,1940,0
2024-01-02 01:00:00,45087.28,45423.03,44882.82,44882.82,3152,2059,0
2024-01-02 01:15:00,44888.11,45130.76,44852.0,44986.43,1939,2138,0
2024-01-02 01:30:00,44989.27,45080.4,44838.27,44862.86,1968,1932,0
2024-01-02 01:45:00,44862.51,44962.0,44721.25,44887.5,1709,854,0
2024-01-02 02:00:00,44891.73,45064.78,44891.73,45030.94,1475,1730,0
2024-01-02 02:15:00,45032.31,45187.22,44953.97,45183.02,1607,1956,0
2024-01-02 02:30:00,45180.71,45380.9,45131.74,45352.16,1747,2057,0
2024-01-02 02:45:00,45349.58,45486.18,45227.53,45486.18,1838,1889,0
2024-01-02 03:00:00,45479.6,45521.47,45168.77,45324.39,2088,1927,0
2024-01-02 03:15:00,45324.37,45478.93,45264.49,45385.01,1744,1985,0
2024-01-02 03:30:00,45388.27,45584.39,45356.35,45512.62,1671,1934,0
2024-01-02 03:45:00,45507.86,45548.63,45393.12,45480.37,1968,2047,0
