time,open,high,low,close,tick_volume,spread,real_volume
2024-01-01 23:00:00,2064.593,2066.002,2063.297,2065.152,351,1124,0
2024-01-01 23:15:00,2065.163,2065.9,2064.443,2064.697,531,377,0
2024-01-01 23:30:00,2064.667,2065.13,2063.631,2064.258,584,1113,0
2024-01-01 23:45:00,2064.259,2064.259,2062.633,2063.543,522,1111,0
2024-01-02 00:00:00,2063.347,2064.932,2063.335,2064.006,720,371,0
2024-01-02 00:15:00,2064.015,2064.393,2062.165,2063.325,756,368,0
2024-01-02 00:30:00,2063.326,2064.581,2062.826,2064.557,611,369,0
2024-01-02 00:45:00,2064.587,2065.773,2064.322,2065.34,729,368,0
2024-01-02 01:00:00,2065.341,2069.617,2064.861,2069.206,1685,199,0
2024-01-02 01:15:00,2069.248,2069.9,2067.144,2068.402,1240,199,0
2024-01-02 01:30:00,2068.31,2068.454,2066.871,2068.094,893,369,0
2024-01-02 01:45:00,2068.081,2068.972,2066.284,2066.536,773,369,0
2024-01-02 02:00:00,2066.512,2066.741,2063.862,2064.604,823,368,0
2024-01-02 02:15:00,2064.619,2066.983,2064.56,2066.596,759,369,0
2024-01-02 02:30:00,2066.597,2068.247,2065.656,2067.342,843,369,0
2024-01-02 02:45:00,2067.307,2068.267,2067.207,2067.669,717,367,0
2024-01-02 03:00:00,2067.693,2069.402,2066.393,2068.867,777,368,0
2024-01-02 03:15:00,2068.934,2069.864,2068.934,2069.631,729,368,0
2024-01-02 03:30:00,2069.589,2069.854,2069.295,2069.767,598,369,0
2024-01-02 03:45:00,2069.688,2070.338,2068.532,2069.487,653,368,0
2024-01-02 04:00:00,2069.492,2070.479,2069.117,2070.333,603,368,0
2024-01-02 04:15:00,2070.428,2070.666,2068.829,2069.339,629,369,0
2024-01-02 04:30:00,2069.342,2070.359,2069.342,2069.818,580,368,0
2024-01-02 04:45:00,2069.848,2070.108,2068.823,2069.5,646,367,0
2024-01-02 05:00:00,2069.567,2071.615,2069.37,2071.476,709,368,0
2024-01-02 05:15:00,2071.469,2071.822,2070.671,2071.357,701,368,0
2024-01-02 05:30:00,2071.353,2072.096,2070.682,2072.003,792,369,0
2024-01-02 05:45:00,2072.015,2074.753,2071.774,2074.31,918,369,0
2024-01-02 06:00:00,2074.307,2074.864,2072.804,2074.625,835,369,0
2024-01-02 06:15:00,2074.538,2076.662,2074.103,2075.661,824,370,0
2024-01-02 06:30:00,2075.742,2076.487,2074.653,2074.901,879,370,0
2024-01-02 06:45:00,2074.965,2075.123,2073.76,2074.141,762,369,0
2024-01-02 07:00:00,2074.076,2075.659,2073.227,2075.272,895,369,0
2024-01-02 07:15:00,2075.245,2076.358,2074.408,2075.115,968,369,0
2024-01-02 07:30:00,2075.123,2075.668,2074.56,2075.074,829,368,0
2024-01-02 07:45:00,2075.086,2075.406,2073.065,2073.065,896,369,0
2024-01-02 08:00:00,2073.13,2074.406,2072.24,2073.95,969,368,0
2024-01-02 08:15:00,2074.023,2074.062,2072.18,2072.588,866,368,0
2024-01-02 08:30:00,2072.588,2074.344,2071.699,2073.754,956,368,0
2024-01-02 08:45:00,2073.848,2073.875,2072.324,2073.218,815,369,0
2024-01-02 09:00:00,2073.274,2075.389,2073.185,2074.406,830,368,0
2024-01-02 09:15:00,2074.403,2075.471,2073.926,2074.596,848,221,0
2024-01-02 09:30:00,2074.538,2078.877,2074.538,2078.255,900,221,0
2024-01-02 09:45:00,2078.258,2078.817,2076.773,2077.032,936,200,0
2024-01-02 10:00:00,2077.048,2077.753,2074.503,2074.966,1056,199,0
2024-01-02 10:15:00,2074.919,2075.344,2073.441,2074.647,1081,199,0
2024-01-02 10:30:00,2074.606,2076.099,2074.331,2075.607,1023,200,0
2024-01-02 10:45:00,2075.604,2076.588,2075.337,2075.949,999,199,0
2024-01-02 11:00:00,2075.936,2076.18,2073.814,2073.998,1058,200,0
2024-01-02 11:15:00,2073.997,2075.867,2072.81,2074.978,1290,199,0
2024-01-02 11:30:00,2074.996,2074.996,2068.366,2068.83,1677,199,0
2024-01-02 11:45:00,2068.799,2070.315,2068.216,2069.221,1305,199,0
2024-01-02 12:00:00,2069.177,2069.498,2066.24,2066.729,1439,199,0
2024-01-02 12:15:00,2066.749,2067.11,2065.015,2066.0,1381,199,0
2024-01-02 12:30:00,2065.979,2068.319,2065.555,2067.217,1258,199,0
2024-01-02 12:45:00,2067.174,2068.082,2066.635,2067.869,1135,199,0
2024-01-02 13:00:00,2067.829,2068.735,2064.796,2065.582,1691,199,0
2024-01-02 13:15:00,2065.614,2068.697,2065.361,2067.075,1798,199,0
2024-01-02 13:30:00,2067.092,2071.026,2066.944,2069.712,2010,199,0
2024-01-02 13:45:00,2069.742,2069.79,2064.824,2066.248,1769,199,0
2024-01-02 14:00:00,2066.306,2067.272,2064.825,2065.269,1652,199,0
2024-01-02 14:15:00,2065.233,2067.89,2064.55,2065.91,1544,199,0
2024-01-02 14:30:00,2065.875,2070.016,2062.135,2065.771,2942,199,0
2024-01-02 14:45:00,2065.793,2070.375,2065.793,2070.325,2799,199,0
2024-01-02 15:00:00,2070.366,2070.687,2066.46,2067.241,2406,200,0
2024-01-02 15:15:00,2067.284,2067.838,2063.971,2064.807,2176,199,0
2024-01-02 15:30:00,2064.776,2065.258,2056.099,2058.842,4668,199,0
2024-01-02 15:45:00,2058.798,2059.799,2057.213,2059.306,2261,199,0
2024-01-02 16:00:00,2059.336,2067.589,2059.092,2066.301,2389,199,0
2024-01-02 16:15:00,2066.253,2066.898,2064.629,2065.353,1697,199,0
2024-01-02 16:30:00,2065.32,2065.584,2064.087,2065.035,1376,199,0
2024-01-02 16:45:00,2064.991,2066.919,2064.966,2066.095,1129,200,0
2024-01-02 17:00:00,2066.041,2066.898,2064.632,2064.783,1137,199,0
2024-01-02 17:15:00,2064.73,2064.986,2062.739,2063.959,1248,200,0
2024-01-02 17:30:00,2063.979,2065.185,2063.63,2064.604,1057,199,0
2024-01-02 17:45:00,2064.571,2064.578,2061.791,2062.681,1148,200,0
2024-01-02 18:00:00,2062.724,2063.313,2061.404,2062.699,1046,200,0
2024-01-02 18:15:00,2062.668,2064.933,2062.453,2064.416,972,200,0
2024-01-02 18:30:00,2064.414,2064.452,2061.399,2061.603,934,199,0
2024-01-02 18:45:00,2061.632,2062.461,2060.52,2061.16,1059,200,0
2024-01-02 19:00:00,2061.158,2062.176,2060.826,2061.704,910,200,0
2024-01-02 19:15:00,2061.71,2061.958,2060.405,2061.632,839,200,0
2024-01-02 19:30:00,2061.581,2062.062,2061.101,2061.733,790,200,0
2024-01-02 19:45:00,2061.778,2061.84,2060.455,2060.946,870,200,0
2024-01-02 20:00:00,2060.99,2061.579,2060.467,2060.853,779,200,0
2024-01-02 20:15:00,2060.822,2061.406,2059.419,2059.687,817,200,0
2024-01-02 20:30:00,2059.683,2060.263,2058.832,2058.964,941,199,0
2024-01-02 20:45:00,2058.999,2059.32,2057.837,2058.143,963,199,0
2024-01-02 21:00:00,2058.15,2058.96,2057.993,2058.739,771,199,0
2024-01-02 21:15:00,2058.793,2059.073,2058.25,2058.454,561,200,0
2024-01-02 21:30:00,2058.448,2058.914,2058.448,2058.504,408,199,0
2024-01-02 21:45:00,2058.487,2059.232,2058.425,2058.855,359,200,0
2024-01-02 23:00:00,2058.797,2059.256,2058.413,2058.789,339,599,0
2024-01-02 23:15:00,2058.789,2059.315,2058.514,2059.146,409,599,0
2024-01-02 23:30:00,2059.148,2059.44,2058.615,2059.303,524,599,0
2024-01-02 23:45:00,2059.241,2059.874,2058.934,2059.476,600,599,0
2024-01-03 00:00:00,2059.578,2060.997,2059.226,2060.978,728,200,0
2024-01-03 00:15:00,2060.973,2062.108,2060.275,2062.055,709,200,0
2024-01-03 00:30:00,2062.046,2062.068,2059.938,2060.345,1117,199,0
2024-01-03 00:45:00,2060.294,2060.809,2060.005,2060.197,836,199,0
2024-01-03 01:00:00,2060.185,2062.127,2060.077,2062.08,1000,200,0
2024-01-03 01:15:00,2062.078,2062.09,2059.435,2061.115,1184,199,0
2024-01-03 01:30:00,2061.126,2062.007,2060.967,2061.361,1116,200,0
2024-01-03 01:45:00,2061.388,2062.557,2061.119,2062.379,919,199,0
2024-01-03 02:00:00,2062.41,2063.986,2061.595,2063.986,1005,200,0
2024-01-03 02:15:00,2063.982,2064.412,2062.734,2064.133,1076,199,0
2024-01-03 02:30:00,2064.104,2065.189,2063.361,2064.524,894,199,0
2024-01-03 02:45:00,2064.512,2065.124,2063.944,2064.694,883,200,0
2024-01-03 03:00:00,2064.69,2065.548,2063.566,2063.679,846,200,0
